product_id,date,city,market_type,price,unit
42,2023-03-01,Благоевград,retail,3.15,килограм
42,2023-03-08,Благоевград,retail,3.15,килограм
42,2023-03-15,Благоевград,retail,3.15,килограм
42,2023-03-22,Благоевград,retail,3.15,килограм
42,2023-03-29,Благоевград,retail,3.1,килограм
42,2023-04-05,Благоевград,retail,2.9,килограм
42,2023-04-12,Благоевград,retail,2.8,килограм
42,2023-04-19,Благоевград,retail,2.99,килограм
42,2023-04-26,Благоевград,retail,3.1,килограм
42,2023-05-03,Благоевград,retail,3.3,килограм
42,2023-05-10,Благоевград,retail,3.3,килограм
42,2023-05-17,Благоевград,retail,3.05,килограм
42,2023-05-24,Благоевград,retail,3.05,килограм
42,2023-05-31,Благоевград,retail,3.05,килограм
42,2023-06-07,Благоевград,retail,3.15,килограм
42,2023-06-14,Благоевград,retail,3.15,килограм
42,2023-06-21,Благоевград,retail,3.15,килограм
42,2023-06-28,Благоевград,retail,4.25,килограм
42,2023-07-05,Благоевград,retail,3.5,килограм
42,2023-07-12,Благоевград,retail,4.15,килограм
42,2023-07-19,Благоевград,retail,4.1,килограм
42,2023-07-26,Благоевград,retail,4.1,килограм
42,2023-08-02,Благоевград,retail,4.1,килограм
42,2023-08-09,Благоевград,retail,3.95,килограм
42,2023-08-16,Благоевград,retail,4.1,килограм
42,2023-08-23,Благоевград,retail,4.1,килограм
42,2023-08-30,Благоевград,retail,4.1,килограм
42,2023-09-06,Благоевград,retail,4.1,килограм
42,2023-09-13,Благоевград,retail,4.1,килограм
42,2023-09-20,Благоевград,retail,4.1,килограм
42,2023-09-27,Благоевград,retail,3.85,килограм
42,2023-10-04,Благоевград,retail,3.65,килограм
42,2023-10-11,Благоевград,retail,3.34,килограм
42,2023-10-18,Благоевград,retail,3.49,килограм
42,2023-10-25,Благоевград,retail,3.0,килограм
42,2023-11-01,Благоевград,retail,2.99,килограм
42,2023-11-08,Благоевград,retail,2.99,килограм
42,2023-11-15,Благоевград,retail,2.94,килограм
42,2023-11-22,Благоевград,retail,2.85,килограм
42,2023-11-29,Благоевград,retail,3.1,килограм
42,2023-12-06,Благоевград,retail,3.1,килограм
42,2023-12-13,Благоевград,retail,3.1,килограм
42,2023-12-20,Благоевград,retail,3.22,килограм
42,2023-12-27,Благоевград,retail,3.22,килограм
42,2024-01-03,Благоевград,retail,3.2,килограм
42,2024-01-10,Благоевград,retail,3.1,килограм
42,2024-01-17,Благоевград,retail,3.34,килограм
42,2024-01-24,Благоевград,retail,3.19,килограм
42,2024-01-31,Благоевград,retail,3.19,килограм
42,2024-02-07,Благоевград,retail,3.09,килограм
42,2024-02-14,Благоевград,retail,3.09,килограм
42,2024-02-21,Благоевград,retail,3.19,килограм
42,2024-02-28,Благоевград,retail,3.0,килограм
42,2024-03-06,Благоевград,retail,3.12,килограм
42,2024-03-13,Благоевград,retail,3.1,килограм
42,2024-03-20,Благоевград,retail,3.18,килограм
42,2024-03-27,Благоевград,retail,3.0,килограм
42,2024-04-03,Благоевград,retail,3.0,килограм
42,2024-04-10,Благоевград,retail,3.0,килограм
42,2024-04-17,Благоевград,retail,3.29,килограм
42,2024-04-24,Благоевград,retail,3.2,килограм
42,2024-05-01,Благоевград,retail,3.47,килограм
42,2024-05-08,Благоевград,retail,3.15,килограм
42,2024-05-15,Благоевград,retail,3.49,килограм
42,2024-06-05,Благоевград,retail,3.64,килограм
42,2024-06-12,Благоевград,retail,3.85,килограм
42,2024-06-19,Благоевград,retail,4.2,килограм
42,2024-06-26,Благоевград,retail,4.7,килограм
42,2024-07-03,Благоевград,retail,4.7,килограм
42,2024-07-10,Благоевград,retail,4.49,килограм
42,2024-07-17,Благоевград,retail,4.49,килограм
42,2024-07-24,Благоевград,retail,4.24,килограм
42,2024-08-07,Благоевград,retail,4.42,килограм
42,2024-09-04,Благоевград,retail,5.47,килограм
42,2024-10-02,Благоевград,retail,5.0,килограм
42,2024-11-06,Благоевград,retail,3.49,килограм
42,2024-12-04,Благоевград,retail,3.0,килограм
42,2025-01-01,Благоевград,retail,3.0,килограм
42,2025-02-05,Благоевград,retail,3.2,килограм
42,2025-03-05,Благоевград,retail,3.0,килограм
