product_id,date,city,market_type,price,unit
20,2023-03-01,Благоевград,retail,10.8,килограм
20,2023-03-08,Благоевград,retail,10.8,килограм
20,2023-03-15,Благоевград,retail,10.8,килограм
20,2023-03-22,Благоевград,retail,10.8,килограм
20,2023-03-29,Благоевград,retail,10.8,килограм
20,2023-04-05,Благоевград,retail,10.95,килограм
20,2023-04-12,Благоевград,retail,10.95,килограм
20,2023-04-19,Благоевград,retail,10.95,килограм
20,2023-04-26,Благоевград,retail,10.95,килограм
20,2023-05-03,Благоевград,retail,10.95,килограм
20,2023-05-10,Благоевград,retail,10.95,килограм
20,2023-05-17,Благоевград,retail,10.95,килограм
20,2023-05-24,Благоевград,retail,10.75,килограм
20,2023-05-31,Благоевград,retail,10.75,килограм
20,2023-06-07,Благоевград,retail,10.95,килограм
20,2023-06-14,Благоевград,retail,10.9,килограм
20,2023-06-21,Благоевград,retail,11.15,килограм
20,2023-06-28,Благоевград,retail,11.5,килограм
20,2023-07-05,Благоевград,retail,11.5,килограм
20,2023-07-12,Благоевград,retail,11.5,килограм
20,2023-07-19,Благоевград,retail,11.5,килограм
20,2023-07-26,Благоевград,retail,11.5,килограм
20,2023-08-02,Благоевград,retail,11.5,килограм
20,2023-08-09,Благоевград,retail,11.5,килограм
20,2023-08-16,Благоевград,retail,11.5,килограм
20,2023-08-23,Благоевград,retail,11.5,килограм
20,2023-08-30,Благоевград,retail,11.5,килограм
20,2023-09-06,Благоевград,retail,11.5,килограм
20,2023-09-13,Благоевград,retail,11.5,килограм
20,2023-09-20,Благоевград,retail,11.5,килограм
20,2023-09-27,Благоевград,retail,11.65,килограм
20,2023-10-04,Благоевград,retail,11.65,килограм
20,2023-10-11,Благоевград,retail,11.65,килограм
20,2023-10-18,Благоевград,retail,11.65,килограм
20,2023-10-25,Благоевград,retail,11.65,килограм
20,2023-11-01,Благоевград,retail,11.65,килограм
20,2023-11-08,Благоевград,retail,11.65,килограм
20,2023-11-15,Благоевград,retail,11.65,килограм
20,2023-11-22,Благоевград,retail,11.65,килограм
20,2023-11-29,Благоевград,retail,11.65,килограм
20,2023-12-06,Благоевград,retail,11.65,килограм
20,2023-12-13,Благоевград,retail,11.65,килограм
20,2023-12-20,Благоевград,retail,11.8,килограм
20,2023-12-27,Благоевград,retail,11.8,килограм
20,2024-01-03,Благоевград,retail,11.8,килограм
20,2024-01-10,Благоевград,retail,11.75,килограм
20,2024-01-17,Благоевград,retail,11.8,килограм
20,2024-01-24,Благоевград,retail,11.8,килограм
20,2024-01-31,Благоевград,retail,11.55,килограм
20,2024-02-07,Благоевград,retail,11.55,килограм
20,2024-02-14,Благоевград,retail,11.55,килограм
20,2024-02-21,Благоевград,retail,11.8,килограм
20,2024-02-28,Благоевград,retail,11.8,килограм
20,2024-03-06,Благоевград,retail,11.8,килограм
20,2024-03-13,Благоевград,retail,11.8,килограм
20,2024-03-20,Благоевград,retail,11.8,килограм
20,2024-03-27,Благоевград,retail,11.8,килограм
20,2024-04-03,Благоевград,retail,11.8,килограм
20,2024-04-10,Благоевград,retail,11.8,килограм
20,2024-04-17,Благоевград,retail,11.8,килограм
20,2024-04-24,Благоевград,retail,11.8,килограм
20,2024-05-01,Благоевград,retail,11.8,килограм
20,2024-05-08,Благоевград,retail,11.8,килограм
20,2024-05-15,Благоевград,retail,11.8,килограм
20,2024-06-05,Благоевград,retail,11.8,килограм
20,2024-06-12,Благоевград,retail,11.7,килограм
20,2024-06-19,Благоевград,retail,11.7,килограм
20,2024-06-26,Благоевград,retail,11.7,килограм
20,2024-07-03,Благоевград,retail,11.7,килограм
20,2024-07-10,Благоевград,retail,11.7,килограм
20,2024-07-17,Благоевград,retail,11.7,килограм
20,2024-07-24,Благоевград,retail,11.7,килограм
20,2024-08-07,Благоевград,retail,11.88,килограм
20,2024-09-04,Благоевград,retail,11.88,килограм
20,2024-10-02,Благоевград,retail,11.88,килограм
20,2024-11-06,Благоевград,retail,12.15,килограм
20,2024-12-04,Благоевград,retail,12.15,килограм
20,2025-01-01,Благоевград,retail,12.0,килограм
20,2025-02-05,Благоевград,retail,12.0,килограм
20,2025-03-05,Благоевград,retail,12.0,килограм
20,2025-04-02,Благоевград,retail,12.0,килограм
20,2025-05-07,Благоевград,retail,12.0,килограм
20,2025-06-04,Благоевград,retail,12.0,килограм
20,2025-07-02,Благоевград,retail,12.0,килограм
20,2025-08-06,Благоевград,retail,12.0,килограм
20,2023-03-01,Бургас,retail,12.1,килограм
20,2023-03-08,Бургас,retail,12.1,килограм
20,2023-03-15,Бургас,retail,12.1,килограм
20,2023-03-22,Бургас,retail,12.1,килограм
20,2023-03-29,Бургас,retail,12.1,килограм
20,2023-04-05,Бургас,retail,12.1,килограм
20,2023-04-12,Бургас,retail,12.1,килограм
20,2023-04-19,Бургас,retail,12.1,килограм
20,2023-04-26,Бургас,retail,12.1,килограм
20,2023-05-03,Бургас,retail,12.1,килограм
20,2023-05-10,Бургас,retail,12.1,килограм
20,2023-05-17,Бургас,retail,12.1,килограм
20,2023-05-24,Бургас,retail,12.1,килограм
20,2023-05-31,Бургас,retail,12.1,килограм
20,2023-06-07,Бургас,retail,12.1,килограм
20,2023-06-14,Бургас,retail,12.1,килограм
20,2023-06-21,Бургас,retail,12.1,килограм
20,2023-06-28,Бургас,retail,12.1,килограм
20,2023-07-05,Бургас,retail,12.1,килограм
20,2023-07-12,Бургас,retail,12.1,килограм
20,2023-07-19,Бургас,retail,12.1,килограм
20,2023-07-26,Бургас,retail,12.1,килограм
20,2023-08-02,Бургас,retail,12.1,килограм
20,2023-08-09,Бургас,retail,12.1,килограм
20,2023-08-16,Бургас,retail,12.1,килограм
20,2023-08-23,Бургас,retail,12.1,килограм
20,2023-08-30,Бургас,retail,12.1,килограм
20,2023-09-06,Бургас,retail,12.1,килограм
20,2023-09-13,Бургас,retail,12.15,килограм
20,2023-09-20,Бургас,retail,12.15,килограм
20,2023-09-27,Бургас,retail,12.15,килограм
20,2023-10-04,Бургас,retail,12.15,килограм
20,2023-10-11,Бургас,retail,12.15,килограм
20,2023-10-18,Бургас,retail,12.15,килограм
20,2023-10-25,Бургас,retail,12.15,килограм
20,2023-11-01,Бургас,retail,12.15,килограм
20,2023-11-08,Бургас,retail,12.15,килограм
20,2023-11-15,Бургас,retail,12.15,килограм
20,2023-11-22,Бургас,retail,12.15,килограм
20,2023-11-29,Бургас,retail,12.15,килограм
20,2023-12-06,Бургас,retail,12.15,килограм
20,2023-12-13,Бургас,retail,12.7,килограм
20,2023-12-20,Бургас,retail,12.7,килограм
20,2023-12-27,Бургас,retail,12.7,килограм
20,2024-01-03,Бургас,retail,12.7,килограм
20,2024-01-10,Бургас,retail,12.7,килограм
20,2024-01-17,Бургас,retail,12.7,килограм
20,2024-01-24,Бургас,retail,12.7,килограм
20,2024-01-31,Бургас,retail,12.75,килограм
