city,market_type,date,basket_index
Благоевград,retail,2025-05-30,109.87243189982473
Благоевград,retail,2025-06-06,110.00410771252619
Благоевград,retail,2025-06-13,110.00410771252619
Благоевград,retail,2025-06-20,110.00410771252619
Благоевград,retail,2025-06-27,110.00410771252619
Благоевград,retail,2025-07-04,111.13175731248576
Благоевград,retail,2025-07-11,111.13175731248576
Благоевград,retail,2025-07-18,111.13175731248576
Благоевград,retail,2025-07-25,111.13175731248576
Благоевград,retail,2025-08-01,
Благоевград,retail,2025-08-08,112.0547831153043
Благоевград,wholesale,2023-02-24,100.0
Благоевград,wholesale,2023-03-03,99.45458350010725
Благоевград,wholesale,2023-03-10,98.86138253644853
Благоевград,wholesale,2023-03-17,98.47233754801037
Благоевград,wholesale,2023-03-24,98.80611721313241
Благоевград,wholesale,2023-03-31,99.93192839530934
Благоевград,wholesale,2023-04-07,101.93066980488426
Благоевград,wholesale,2023-04-14,102.86607409103333
Благоевград,wholesale,2023-04-21,102.45074682954683
Благоевград,wholesale,2023-04-28,101.09846760465882
Благоевград,wholesale,2023-05-05,99.06419324740276
Благоевград,wholesale,2023-05-12,97.36432321549051
Благоевград,wholesale,2023-05-19,96.59283894086073
Благоевград,wholesale,2023-05-26,
Благоевград,wholesale,2023-06-02,
Благоевград,wholesale,2023-06-09,
Благоевград,wholesale,2023-06-16,
Благоевград,wholesale,2023-06-23,
Благоевград,wholesale,2023-06-30,
Благоевград,wholesale,2023-07-07,
Благоевград,wholesale,2023-07-14,
Благоевград,wholesale,2023-07-21,
Благоевград,wholesale,2023-07-28,
Благоевград,wholesale,2023-08-04,
Благоевград,wholesale,2023-08-11,
Благоевград,wholesale,2023-08-18,
Благоевград,wholesale,2023-08-25,
Благоевград,wholesale,2023-09-01,
Благоевград,wholesale,2023-09-08,
Благоевград,wholesale,2023-09-15,
Благоевград,wholesale,2023-09-22,
Благоевград,wholesale,2023-09-29,
Благоевград,wholesale,2023-10-06,
Благоевград,wholesale,2023-10-13,
Благоевград,wholesale,2023-10-20,
Благоевград,wholesale,2023-10-27,
Благоевград,wholesale,2023-11-03,
Благоевград,wholesale,2023-11-10,
Благоевград,wholesale,2023-11-17,
Благоевград,wholesale,2023-11-24,
Благоевград,wholesale,2023-12-01,
Благоевград,wholesale,2023-12-08,
Благоевград,wholesale,2023-12-15,
Благоевград,wholesale,2023-12-22,
Благоевград,wholesale,2023-12-29,
Благоевград,wholesale,2024-01-05,
Благоевград,wholesale,2024-01-12,
Благоевград,wholesale,2024-01-19,
Благоевград,wholesale,2024-01-26,
Благоевград,wholesale,2024-02-02,
Благоевград,wholesale,2024-02-09,
Благоевград,wholesale,2024-02-16,
Благоевград,wholesale,2024-02-23,
Благоевград,wholesale,2024-03-01,
Благоевград,wholesale,2024-03-08,
Благоевград,wholesale,2024-03-15,
Благоевград,wholesale,2024-03-22,
Благоевград,wholesale,2024-03-29,
Благоевград,wholesale,2024-04-05,
Благоевград,wholesale,2024-04-12,
Благоевград,wholesale,2024-04-19,
Благоевград,wholesale,2024-04-26,
Благоевград,wholesale,2024-05-03,
Благоевград,wholesale,2024-05-10,
Благоевград,wholesale,2024-05-17,
Благоевград,wholesale,2024-05-24,
Благоевград,wholesale,2024-05-31,
Благоевград,wholesale,2024-06-07,
Благоевград,wholesale,2024-06-14,
Благоевград,wholesale,2024-06-21,
Благоевград,wholesale,2024-06-28,
Благоевград,wholesale,2024-07-05,
Благоевград,wholesale,2024-07-12,
Благоевград,wholesale,2024-07-19,
Благоевград,wholesale,2024-07-26,
Благоевград,wholesale,2024-08-02,
Благоевград,wholesale,2024-08-09,
Благоевград,wholesale,2024-08-16,
Благоевград,wholesale,2024-08-23,
Благоевград,wholesale,2024-08-30,
Благоевград,wholesale,2024-09-06,
Благоевград,wholesale,2024-09-13,
Благоевград,wholesale,2024-09-20,
Благоевград,wholesale,2024-09-27,
Благоевград,wholesale,2024-10-04,
Благоевград,wholesale,2024-10-11,
Благоевград,wholesale,2024-10-18,
Благоевград,wholesale,2024-10-25,
Благоевград,wholesale,2024-11-01,
Благоевград,wholesale,2024-11-08,
Благоевград,wholesale,2024-11-15,
Благоевград,wholesale,2024-11-22,
Благоевград,wholesale,2024-11-29,
Благоевград,wholesale,2024-12-06,
Благоевград,wholesale,2024-12-13,
Благоевград,wholesale,2024-12-20,
Благоевград,wholesale,2024-12-27,
Благоевград,wholesale,2025-01-03,
Благоевград,wholesale,2025-01-10,
Благоевград,wholesale,2025-01-17,
Благоевград,wholesale,2025-01-24,
Благоевград,wholesale,2025-01-31,
Благоевград,wholesale,2025-02-07,
Благоевград,wholesale,2025-02-14,
Благоевград,wholesale,2025-02-21,
Благоевград,wholesale,2025-02-28,
Благоевград,wholesale,2025-03-07,
Благоевград,wholesale,2025-03-14,
Благоевград,wholesale,2025-03-21,
Благоевград,wholesale,2025-03-28,
Благоевград,wholesale,2025-04-04,160.06092944027202
Благоевград,wholesale,2025-04-11,160.06092944027202
Благоевград,wholesale,2025-04-18,160.06092944027202
Благоевград,wholesale,2025-04-25,160.06092944027202
Благоевград,wholesale,2025-05-02,
Благоевград,wholesale,2025-05-09,
Благоевград,wholesale,2025-05-16,
Благоевград,wholesale,2025-05-23,
Благоевград,wholesale,2025-05-30,
Благоевград,wholesale,2025-06-06,
Благоевград,wholesale,2025-06-13,
Благоевград,wholesale,2025-06-20,
Благоевград,wholesale,2025-06-27,
Благоевград,wholesale,2025-07-04,
Благоевград,wholesale,2025-07-11,
Благоевград,wholesale,2025-07-18,
Благоевград,wholesale,2025-07-25,
Благоевград,wholesale,2025-08-01,
Благоевград,wholesale,2025-08-08,119.73662980675198
Бургас,retail,2023-03-03,100.0
Бургас,retail,2023-03-10,100.30073363765524
Бургас,retail,2023-03-17,100.35975119424843
Бургас,retail,2023-03-24,100.69140486512659
Бургас,retail,2023-03-31,100.95003526484886
Бургас,retail,2023-04-07,100.80480156606231
Бургас,retail,2023-04-14,100.1718234557519
Бургас,retail,2023-04-21,99.63246328934615
Бургас,retail,2023-04-28,99.74847708413243
Бургас,retail,2023-05-05,99.61458532796712
Бургас,retail,2023-05-12,98.96927508792044
Бургас,retail,2023-05-19,98.46929729140331
Бургас,retail,2023-05-26,98.3809695988682
Бургас,retail,2023-06-02,98.33466576288643
Бургас,retail,2023-06-09,98.40723844377902
Бургас,retail,2023-06-16,98.14577849047818
Бургас,retail,2023-06-23,97.1916682704351
Бургас,retail,2023-06-30,96.43457795019525
Бургас,retail,2023-07-07,95.28141567370412
Бургас,retail,2023-07-14,94.58413306227793
Бургас,retail,2023-07-21,94.58646859424017
Бургас,retail,2023-07-28,94.7032588934629
Бургас,retail,2023-08-04,94.94053803940196
Бургас,retail,2023-08-11,94.8704791798169
Бургас,retail,2023-08-18,94.55857571264121
Бургас,retail,2023-08-25,94.27757332019213
Бургас,retail,2023-09-01,95.01191828759062
Бургас,retail,2023-09-08,95.42851700933363
Бургас,retail,2023-09-15,95.44480199005056
Бургас,retail,2023-09-22,95.34031493449083
Бургас,retail,2023-09-29,94.5473969174329
Бургас,retail,2023-10-06,93.97704984955793
Бургас,retail,2023-10-13,93.49185117750574
Бургас,retail,2023-10-20,93.04387352971885
Бургас,retail,2023-10-27,92.84596492517372
Бургас,retail,2023-11-03,92.92780688536908
Бургас,retail,2023-11-10,93.16099909682877
Бургас,retail,2023-11-17,93.20671649362598
Бургас,retail,2023-11-24,93.39489755156139
Бургас,retail,2023-12-01,93.0327889823752
Бургас,retail,2023-12-08,92.68727578321787
Бургас,retail,2023-12-15,92.63275524410194
Бургас,retail,2023-12-22,92.81547490434045
Бургас,retail,2023-12-29,93.3116817133804
Бургас,retail,2024-01-05,93.68508377225784
Бургас,retail,2024-01-12,93.67172907140313
Бургас,retail,2024-01-19,93.5402252344895
Бургас,retail,2024-01-26,93.63508807440468
Бургас,retail,2024-02-02,93.96454203916474
Бургас,retail,2024-02-09,94.24012240066499
Бургас,retail,2024-02-16,94.32922443247725
Бургас,retail,2024-02-23,94.29518771996615
Бургас,retail,2024-03-01,94.25721113205643
Бургас,retail,2024-03-08,94.26157318059293
Бургас,retail,2024-03-15,94.04063135504941
Бургас,retail,2024-03-22,93.87925306697275
Бургас,retail,2024-03-29,93.94718784958145
Бургас,retail,2024-04-05,94.01970741938364
Бургас,retail,2024-04-12,93.99351833069454
Бургас,retail,2024-04-19,93.66418750864692
Бургас,retail,2024-04-26,93.12291401807046
Бургас,retail,2024-05-03,92.95915070613208
Бургас,retail,2024-05-10,93.48933600450509
Бургас,retail,2024-05-17,93.85816533139479
Бургас,retail,2024-05-24,94.30458735426132
Бургас,retail,2024-05-31,93.8999284862744
Бургас,retail,2024-06-07,93.2626345144867
Бургас,retail,2024-06-14,93.45636549851443
Бургас,retail,2024-06-21,93.36741432510178
Бургас,retail,2024-06-28,92.88098386244849
Бургас,retail,2024-07-05,92.32509804737971
Бургас,retail,2024-07-12,91.95511568891662
Бургас,retail,2024-07-19,91.77341234109485
Бургас,retail,2024-07-26,91.76117857341151
Бургас,retail,2024-08-02,91.59847631286837
Бургас,retail,2024-08-09,92.09519149813596
Бургас,retail,2024-08-16,91.98625605616789
Бургас,retail,2024-08-23,91.46309489426756
Бургас,retail,2024-08-30,91.46309489426756
Бургас,retail,2024-09-06,92.8122320263206
Бургас,retail,2024-09-13,92.8122320263206
Бургас,retail,2024-09-20,92.8122320263206
Бургас,retail,2024-09-27,92.8122320263206
Бургас,retail,2024-10-04,93.14680487799899
Бургас,retail,2024-10-11,93.14680487799899
Бургас,retail,2024-10-18,93.14680487799899
Бургас,retail,2024-10-25,93.14680487799899
Бургас,retail,2024-11-01,
Бургас,retail,2024-11-08,93.25257640097425
Бургас,retail,2024-11-15,93.25257640097425
Бургас,retail,2024-11-22,93.25257640097425
Бургас,retail,2024-11-29,93.25257640097425
Бургас,retail,2024-12-06,92.65503545265614
Бургас,retail,2024-12-13,92.65503545265614
Бургас,retail,2024-12-20,92.65503545265614
Бургас,retail,2024-12-27,92.65503545265614
Бургас,retail,2025-01-03,93.44173406220351
Бургас,retail,2025-01-10,93.44173406220351
Бургас,retail,2025-01-17,93.44173406220351
Бургас,retail,2025-01-24,93.44173406220351
Бургас,retail,2025-01-31,
Бургас,retail,2025-02-07,96.29735157850408
Бургас,retail,2025-02-14,96.29735157850408
Бургас,retail,2025-02-21,96.29735157850408
Бургас,retail,2025-02-28,96.29735157850408
Бургас,retail,2025-03-07,97.092655573626
Бургас,retail,2025-03-14,97.092655573626
Бургас,retail,2025-03-21,97.092655573626
Бургас,retail,2025-03-28,97.092655573626
Бургас,retail,2025-04-04,98.45910173330726
Бургас,retail,2025-04-11,98.45910173330726
Бургас,retail,2025-04-18,98.45910173330726
Бургас,retail,2025-04-25,98.45910173330726
Бургас,retail,2025-05-02,
Бургас,retail,2025-05-09,101.35056952992704
Бургас,retail,2025-05-16,101.35056952992704
Бургас,retail,2025-05-23,101.35056952992704
Бургас,retail,2025-05-30,101.35056952992704
Бургас,retail,2025-06-06,100.94824324199966
Бургас,retail,2025-06-13,100.94824324199966
Бургас,retail,2025-06-20,100.94824324199966
Бургас,retail,2025-06-27,100.94824324199966
Бургас,retail,2025-07-04,100.4149658317246
Бургас,retail,2025-07-11,100.4149658317246
Бургас,retail,2025-07-18,100.4149658317246
Бургас,retail,2025-07-25,100.4149658317246
Бургас,retail,2025-08-01,
Бургас,retail,2025-08-08,102.31805018540416
Бургас,wholesale,2023-02-24,100.0
Бургас,wholesale,2023-03-03,100.54487022649278
Бургас,wholesale,2023-03-10,100.36304397949928
Бургас,wholesale,2023-03-17,99.77314449687066
Бургас,wholesale,2023-03-24,98.02592460767137
Бургас,wholesale,2023-03-31,99.14941177313926
Бургас,wholesale,2023-04-07,100.30726761721847
Бургас,wholesale,2023-04-14,100.15017907837323
Бургас,wholesale,2023-04-21,99.63953959168009
Бургас,wholesale,2023-04-28,99.75548276026252
Бургас,wholesale,2023-05-05,99.42742579597369
Бургас,wholesale,2023-05-12,98.70702323671723
Бургас,wholesale,2023-05-19,99.97805181153674
Бургас,wholesale,2023-05-26,101.71163710568958
Бургас,wholesale,2023-06-02,102.0089777966442
Бургас,wholesale,2023-06-09,103.80854639029505
Бургас,wholesale,2023-06-16,105.52008424720466
Бургас,wholesale,2023-06-23,
Бургас,wholesale,2023-06-30,
Бургас,wholesale,2023-07-07,
Бургас,wholesale,2023-07-14,
Бургас,wholesale,2023-07-21,
Бургас,wholesale,2023-07-28,
Бургас,wholesale,2023-08-04,
Бургас,wholesale,2023-08-11,
Бургас,wholesale,2023-08-18,
Бургас,wholesale,2023-08-25,
Бургас,wholesale,2023-09-01,
Бургас,wholesale,2023-09-08,
Бургас,wholesale,2023-09-15,
Бургас,wholesale,2023-09-22,
Бургас,wholesale,2023-09-29,
Бургас,wholesale,2023-10-06,
Бургас,wholesale,2023-10-13,
Бургас,wholesale,2023-10-20,
Бургас,wholesale,2023-10-27,
Бургас,wholesale,2023-11-03,
Бургас,wholesale,2023-11-10,
Бургас,wholesale,2023-11-17,
Бургас,wholesale,2023-11-24,
Бургас,wholesale,2023-12-01,
Бургас,wholesale,2023-12-08,
Бургас,wholesale,2023-12-15,
Бургас,wholesale,2023-12-22,
Бургас,wholesale,2023-12-29,
Бургас,wholesale,2024-01-05,
Бургас,wholesale,2024-01-12,
Бургас,wholesale,2024-01-19,
Бургас,wholesale,2024-01-26,
Бургас,wholesale,2024-02-02,
Бургас,wholesale,2024-02-09,
Бургас,wholesale,2024-02-16,
Бургас,wholesale,2024-02-23,
Бургас,wholesale,2024-03-01,
Бургас,wholesale,2024-03-08,
Бургас,wholesale,2024-03-15,
Бургас,wholesale,2024-03-22,
Бургас,wholesale,2024-03-29,
Бургас,wholesale,2024-04-05,
Бургас,wholesale,2024-04-12,
Бургас,wholesale,2024-04-19,97.53202170883989
Бургас,wholesale,2024-04-26,94.84028051076746
Бургас,wholesale,2024-05-03,92.03130457241339
Бургас,wholesale,2024-05-10,92.47339338818232
Бургас,wholesale,2024-05-17,94.23249158899017
Бургас,wholesale,2024-05-24,97.62207636028397
Бургас,wholesale,2024-05-31,98.5767777387537
Бургас,wholesale,2024-06-07,100.54713387003649
Бургас,wholesale,2024-06-14,
Бургас,wholesale,2024-06-21,
Бургас,wholesale,2024-06-28,
Бургас,wholesale,2024-07-05,
Бургас,wholesale,2024-07-12,
Бургас,wholesale,2024-07-19,
Бургас,wholesale,2024-07-26,
Бургас,wholesale,2024-08-02,
Бургас,wholesale,2024-08-09,
Бургас,wholesale,2024-08-16,
Бургас,wholesale,2024-08-23,
Бургас,wholesale,2024-08-30,
Бургас,wholesale,2024-09-06,
Бургас,wholesale,2024-09-13,
Бургас,wholesale,2024-09-20,
Бургас,wholesale,2024-09-27,
Бургас,wholesale,2024-10-04,
Бургас,wholesale,2024-10-11,
Бургас,wholesale,2024-10-18,
Бургас,wholesale,2024-10-25,
Бургас,wholesale,2024-11-01,
Бургас,wholesale,2024-11-08,
Бургас,wholesale,2024-11-15,
Бургас,wholesale,2024-11-22,
Бургас,wholesale,2024-11-29,
Бургас,wholesale,2024-12-06,
Бургас,wholesale,2024-12-13,
Бургас,wholesale,2024-12-20,
Бургас,wholesale,2024-12-27,
Бургас,wholesale,2025-01-03,
Бургас,wholesale,2025-01-10,
Бургас,wholesale,2025-01-17,
Бургас,wholesale,2025-01-24,
Бургас,wholesale,2025-01-31,
Бургас,wholesale,2025-02-07,97.728812860989
Бургас,wholesale,2025-02-14,97.94927197320291
Бургас,wholesale,2025-02-21,97.94927197320291
Бургас,wholesale,2025-02-28,97.94927197320291
Бургас,wholesale,2025-03-07,101.16317871945388
Бургас,wholesale,2025-03-14,101.16317871945388
Бургас,wholesale,2025-03-21,101.16317871945388
Бургас,wholesale,2025-03-28,101.16317871945388
Бургас,wholesale,2025-04-04,109.06084940245049
Бургас,wholesale,2025-04-11,109.06084940245049
Бургас,wholesale,2025-04-18,109.06084940245049
Бургас,wholesale,2025-04-25,109.06084940245049
Бургас,wholesale,2025-05-02,
Бургас,wholesale,2025-05-09,113.58873707858906
Бургас,wholesale,2025-05-16,98.35889390617187
Бургас,wholesale,2025-05-23,98.35889390617187
Бургас,wholesale,2025-05-30,98.35889390617187
Бургас,wholesale,2025-06-06,98.98526505932232
Бургас,wholesale,2025-06-13,98.98526505932232
Бургас,wholesale,2025-06-20,98.98526505932232
Бургас,wholesale,2025-06-27,98.98526505932232
Бургас,wholesale,2025-07-04,97.10019217917085
Бургас,wholesale,2025-07-11,97.10019217917085
Бургас,wholesale,2025-07-18,97.10019217917085
Бургас,wholesale,2025-07-25,97.10019217917085
Бургас,wholesale,2025-08-01,
Бургас,wholesale,2025-08-08,98.463452976315
България,retail,2023-03-03,100.0
България,retail,2023-03-10,100.28019433635941
България,retail,2023-03-17,100.50849798342574
България,retail,2023-03-24,100.57430013082788
България,retail,2023-03-31,100.47038994064287
България,retail,2023-04-07,100.34472318034852
България,retail,2023-04-14,100.15645101273101
България,retail,2023-04-21,100.02400950729368
България,retail,2023-04-28,100.05183478705533
България,retail,2023-05-05,100.22782784351477
България,retail,2023-05-12,100.22165036775671
България,retail,2023-05-19,100.24142971067519
България,retail,2023-05-26,100.61629032703763
България,retail,2023-06-02,101.04297030026684
България,retail,2023-06-09,101.05254787079232
България,retail,2023-06-16,101.10526814698031
България,retail,2023-06-23,101.11307595097998
България,retail,2023-06-30,101.02227253140694
България,retail,2023-07-07,100.45489054736714
България,retail,2023-07-14,99.72677119999219
България,retail,2023-07-21,99.51004295852594
България,retail,2023-07-28,99.35142604573775
България,retail,2023-08-04,99.11745309454551
България,retail,2023-08-11,99.010009097302
България,retail,2023-08-18,98.96690218730834
България,retail,2023-08-25,98.92449223458459
България,retail,2023-09-01,99.1527514695764
България,retail,2023-09-08,99.38627593145398
България,retail,2023-09-15,99.29960126438425
България,retail,2023-09-22,99.31686658730435
България,retail,2023-09-29,99.23552847911992
България,retail,2023-10-06,99.30770563212046
България,retail,2023-10-13,99.09550059647344
България,retail,2023-10-20,98.56021583128117
България,retail,2023-10-27,98.39302600946502
България,retail,2023-11-03,98.57875181831537
България,retail,2023-11-10,98.5517909292526
България,retail,2023-11-17,98.50225116070574
България,retail,2023-11-24,98.43464106463287
България,retail,2023-12-01,98.36002577276028
България,retail,2023-12-08,98.30044348233142
България,retail,2023-12-15,98.24405258764816
България,retail,2023-12-22,98.30999062638861
България,retail,2023-12-29,98.50893157436357
България,retail,2024-01-05,98.57828374132605
България,retail,2024-01-12,98.58892816822514
България,retail,2024-01-19,98.49414957609015
България,retail,2024-01-26,98.38818688190905
България,retail,2024-02-02,98.32448479444844
България,retail,2024-02-09,98.31951930314963
България,retail,2024-02-16,98.37602749362028
България,retail,2024-02-23,98.52739780584778
България,retail,2024-03-01,98.60328886462872
България,retail,2024-03-08,98.58751289287916
България,retail,2024-03-15,98.40518421478814
България,retail,2024-03-22,98.34535829308155
България,retail,2024-03-29,98.39166015648294
България,retail,2024-04-05,98.45972365709146
България,retail,2024-04-12,98.51583552285805
България,retail,2024-04-19,98.51346860681204
България,retail,2024-04-26,98.41105383468397
България,retail,2024-05-03,98.38255153876158
България,retail,2024-05-10,98.42615594314417
България,retail,2024-05-17,98.54226484616272
България,retail,2024-05-24,98.6181101282638
България,retail,2024-05-31,98.90158070912547
България,retail,2024-06-07,99.03034204473958
България,retail,2024-06-14,98.70055389943418
България,retail,2024-06-21,98.6140006860961
България,retail,2024-06-28,98.48328265652967
България,retail,2024-07-05,98.25812347601502
България,retail,2024-07-12,98.29258046849661
България,retail,2024-07-19,98.31118089570215
България,retail,2024-07-26,98.3547160710298
България,retail,2024-08-02,98.38941011397742
България,retail,2024-08-09,98.24147235707022
България,retail,2024-08-16,98.48572993813156
България,retail,2024-08-23,98.6590038248908
България,retail,2024-08-30,98.6590038248908
България,retail,2024-09-06,100.31810979013909
България,retail,2024-09-13,100.31810979013909
България,retail,2024-09-20,100.31810979013909
България,retail,2024-09-27,100.31810979013909
България,retail,2024-10-04,101.37768606095975
България,retail,2024-10-11,101.37768606095975
България,retail,2024-10-18,101.37768606095975
България,retail,2024-10-25,101.37768606095975
България,retail,2024-11-01,
България,retail,2024-11-08,101.05083161447699
България,retail,2024-11-15,101.05083161447699
България,retail,2024-11-22,101.05083161447699
България,retail,2024-11-29,101.05083161447699
България,retail,2024-12-06,101.55687254837622
България,retail,2024-12-13,101.55687254837622
България,retail,2024-12-20,101.55687254837622
България,retail,2024-12-27,101.55687254837622
България,retail,2025-01-03,101.63321865006432
България,retail,2025-01-10,101.63321865006432
България,retail,2025-01-17,101.63321865006432
България,retail,2025-01-24,101.63321865006432
България,retail,2025-01-31,
България,retail,2025-02-07,103.65355020074607
България,retail,2025-02-14,103.65355020074607
България,retail,2025-02-21,103.65355020074607
България,retail,2025-02-28,103.65355020074607
България,retail,2025-03-07,104.26589868896346
България,retail,2025-03-14,104.26589868896346
България,retail,2025-03-21,104.26589868896346
България,retail,2025-03-28,104.26589868896346
България,retail,2025-04-04,105.14868309391983
България,retail,2025-04-11,105.14868309391983
България,retail,2025-04-18,105.14868309391983
България,retail,2025-04-25,105.14868309391983
България,retail,2025-05-02,
България,retail,2025-05-09,106.63456571128015
България,retail,2025-05-16,106.63456571128015
България,retail,2025-05-23,106.63456571128015
България,retail,2025-05-30,106.63456571128015
България,retail,2025-06-06,106.63660833468748
България,retail,2025-06-13,106.63660833468748
България,retail,2025-06-20,106.63660833468748
България,retail,2025-06-27,106.63660833468748
България,retail,2025-07-04,107.14202655965951
България,retail,2025-07-11,107.14202655965951
България,retail,2025-07-18,107.14202655965951
България,retail,2025-07-25,107.14202655965951
България,retail,2025-08-01,
България,retail,2025-08-08,108.44225963730055
България,wholesale,2023-02-24,100.0
България,wholesale,2023-03-03,100.75594995856268
България,wholesale,2023-03-10,101.18660057954696
България,wholesale,2023-03-17,101.71224570444842
България,wholesale,2023-03-24,102.44541718542442
България,wholesale,2023-03-31,102.56856759733022
България,wholesale,2023-04-07,102.47013631988104
България,wholesale,2023-04-14,102.25802970814311
България,wholesale,2023-04-21,102.10381244719505
България,wholesale,2023-04-28,102.02233838379544
България,wholesale,2023-05-05,101.97077514732725
България,wholesale,2023-05-12,102.02400259183591
